,year,team,league,total_transfers_in,total_transfer_out,total_spend,total_earned,average_fee_spend,average_fee_earned,max_fee_spend,min_fee_spend,avg_season_spi,most_purchased_position,position_max_spend,position_min_spend,avg_spend_striker,avg_spend_centre_back,avg_spend_centre_mid,avg_spend_goalkeeper,avg_spend_left_winger,avg_spend_right_winger,avg_spend_def_midfield,avg_spend_left_back,avg_spend_right_back,avg_spend_att_midfield
52,2016,Manchester United,English Premier League,3,5,166.5,42.53,55.5,8.506,94.5,20.7,81.02,Centre-Back,Central Midfield,Striker,0.0,34.2,94.5,0.0,0.0,0.0,0.0,0.0,0.0,37.8
53,2016,Middlesbrough FC,English Premier League,8,4,43.16,12.149999999999999,5.395,3.0374999999999996,9.45,5.31,53.01,Right-Back,Defensive Midfield,Right-Back,6.3,0.0,4.68,0.0,4.5,7.43,9.45,0.0,2.25,0.0
54,2016,Montpellier HSC,French Ligue 1,4,4,5.76,14.759999999999998,1.44,3.6899999999999995,1.53,8.1,58.65,Left Winger,Central Midfield,Defensive Midfield,0.0,1.35,0.0,0.0,1.53,0.0,0.0,0.0,1.35,0.0
55,2016,Málaga CF,Spanish La Liga,6,0,11.282,0.0,1.8803333333333334,0.0,4.5,0.0,70.83,Centre-Back,Right Winger,Centre-Back,3.6,0.93,0.0,0.392,0.0,4.5,0.0,0.0,0.0,0.0
56,2016,OGC Nice,French Ligue 1,7,2,13.729999999999999,14.219999999999999,1.9614285714285713,7.109999999999999,4.5,13.95,63.02000000000001,Central Midfield,Defensive Midfield,Left-Back,0.0,1.35,3.375,0.0,0.0,1.35,0.0,1.8,1.13,0.0
57,2016,Olympique Lyon,French Ligue 1,3,3,25.740000000000002,24.57,8.58,8.19,14.4,22.5,73.17,Left Winger,Centre-Back,Centre-Back,3.69,7.65,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0
58,2016,Olympique Marseille,French Ligue 1,6,9,45.00000000000001,74.61,7.500000000000001,8.29,26.37,35.1,62.549999999999976,Attacking Midfield,Striker,Right Winger,0.0,0.0,8.1,0.0,26.37,0.0,1.35,0.0,1.08,4.05
59,2016,Paris Saint-Germain,French Ligue 1,6,4,121.05,53.82000000000001,20.175,13.455000000000002,32.4,31.5,86.22,Left Winger,Attacking Midfield,Left Winger,0.0,0.0,9.0,0.0,24.75,0.0,24.75,0.0,5.4,32.4
60,2016,RB Leipzig,German Bundesliga,8,1,70.61,0.09,8.82625,0.09,26.78,0.09,75.15,Centre-Back,Central Midfield,Centre-Back,12.6,4.95,26.78,1.53,0.0,13.68,0.0,5.4,0.72,0.0
61,2016,RCD Espanyol Barcelona,Spanish La Liga,7,4,16.560000000000002,5.3999999999999995,2.365714285714286,1.3499999999999999,6.3,3.6,70.19000000000001,Defensive Midfield,Right Winger,Left Winger,1.8,0.0,0.0,2.7,0.18,6.3,2.25,0.0,0.0,1.08
62,2016,Real Betis Balompié,Spanish La Liga,7,1,18.81,7.2,2.687142857142857,7.2,6.75,7.2,68.21,Central Midfield,Defensive Midfield,Centre-Back,6.75,1.71,2.28,0.0,0.0,0.0,0.0,1.8,0.0,0.0
63,2016,Real Madrid,Spanish La Liga,1,5,27.0,33.75,27.0,6.75,27.0,22.5,92.49,Striker,Striker,Defensive Midfield,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2016,Real Sociedad,Spanish La Liga,3,2,16.2,9.9,5.3999999999999995,4.95,6.3,6.3,76.15,Right Winger,Striker,Striker,5.4,0.0,0.0,6.3,0.0,4.5,0.0,0.0,0.0,0.0
65,2016,SC Bastia,French Ligue 1,1,4,0.225,6.3,0.225,1.575,0.225,2.25,49.42,Right Winger,Left Winger,Right Winger,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0
66,2016,SC Freiburg,German Bundesliga,8,4,15.095,4.635,1.886875,1.15875,7.13,2.52,66.41999999999999,Central Midfield,Centre-Back,Striker,0.0,4.105,1.5750000000000002,0.9,0.0,1.08,0.8775000000000001,0.0,0.0,0.0
67,2016,SCO Angers,French Ligue 1,6,2,4.68,3.96,0.7799999999999999,1.98,1.44,3.6,55.52,Striker,Centre-Back,Left Winger,1.17,0.0,0.0,0.9,0.27,0.0,0.585,0.0,0.0,0.0
68,2016,SD Eibar,Spanish La Liga,6,1,7.739999999999999,4.5,1.2899999999999998,4.5,2.88,4.5,70.05,Centre-Back,Right Winger,Right-Back,2.88,1.11,0.0,0.0,1.35,0.0,0.0,0.0,0.18,0.0
69,2016,SM Caen,French Ligue 1,3,2,3.825,9.9,1.2750000000000001,4.95,2.25,7.2,53.17,Right Winger,Striker,Defensive Midfield,2.25,0.0,0.0,0.0,0.0,0.9,0.675,0.0,0.0,0.0
70,2016,SS Lazio,Italian Serie A,7,6,29.435000000000006,25.83,4.205000000000001,4.305,8.51,19.8,71.09000000000002,Centre-Back,Right Winger,Centre-Back,8.51,4.125,1.35,0.0,0.0,0.0,0.0,3.6,0.0,3.6
71,2016,SSC Napoli,Italian Serie A,9,9,89.18100000000001,105.12499999999999,9.909,11.680555555555554,28.8,81.0,79.11999999999999,Central Midfield,Striker,Striker,22.5,6.75,7.875,0.0,0.9405000000000001,0.0,13.05,0.0,0.0,0.0
72,2016,SV Darmstadt 98,German Bundesliga,7,4,3.6900000000000004,4.68,0.5271428571428572,1.17,1.8,2.52,48.95,Centre-Back,Striker,Left-Back,0.9675,0.465,0.0,0.315,0.0,0.0,0.0,0.045,0.0,0.0
73,2016,SV Werder Bremen,German Bundesliga,7,11,21.330000000000002,24.48,3.0471428571428576,2.2254545454545456,6.75,11.25,64.19,Centre-Back,Centre-Back,Right-Back,6.75,1.44,1.8,0.0,3.15,4.5,0.0,0.0,2.25,0.0
74,2016,Sevilla FC,Spanish La Liga,12,9,73.53,82.31,6.1275,9.145555555555555,16.38,27.0,81.34999999999998,Striker,Striker,Central Midfield,9.209999999999999,3.555,1.62,0.0,0.0,2.9250000000000003,1.8,0.0,0.0,9.840000000000002
75,2016,Southampton FC,English Premier League,5,5,62.00999999999999,76.55000000000001,12.401999999999997,15.310000000000002,16.83,37.08,68.05999999999999,Left Winger,Left Winger,Goalkeeper,15.3,0.0,13.5,4.23,14.489999999999998,0.0,0.0,0.0,0.0,0.0
76,2016,Sporting Gijón,Spanish La Liga,3,0,0.8999999999999999,0.0,0.3,0.0,0.45,0.0,57.60999999999999,Goalkeeper,Striker,Goalkeeper,0.45,0.27,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
77,2016,Stade Rennais FC,French Ligue 1,2,8,2.043,31.77,1.0215,3.97125,1.8,13.5,55.09000000000001,Left-Back,Right Winger,Left-Back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0215,0.0,0.0
78,2016,Stoke City,English Premier League,7,2,34.903,3.42,4.986142857142857,1.71,13.95,2.07,61.39,Striker,Central Midfield,Centre-Back,7.3149999999999995,0.2365,13.95,1.35,4.5,0.0,0.0,0.0,0.0,0.0
79,2016,Sunderland AFC,English Premier League,7,7,37.72,21.4,5.388571428571429,3.057142857142857,18.0,9.45,49.40999999999998,Central Midfield,Central Midfield,Centre-Back,0.0,8.55,10.125,1.35,0.0,0.0,4.73,1.8,1.04,0.0
80,2016,Swansea City,English Premier League,9,4,52.29,44.37,5.81,11.0925,16.2,21.69,57.22000000000001,Striker,Left Winger,Centre-Back,8.909999999999998,3.78,4.859999999999999,0.0,0.0,4.14,0.0,4.14,0.0,0.0
81,2016,TSG 1899 Hoffenheim,German Bundesliga,7,10,24.694,33.3,3.5277142857142856,3.3299999999999996,9.9,18.0,72.73,Central Midfield,Striker,Goalkeeper,6.21,1.71,4.365,0.124,0.0,0.0,0.0,0.0,0.0,0.0
82,2016,Torino FC,Italian Serie A,10,9,25.63,23.790000000000003,2.5629999999999997,2.6433333333333335,8.1,9.9,64.09999999999998,Centre-Back,Centre-Back,Centre-Back,0.0,0.8933333333333334,1.0350000000000001,0.0,0.0,5.4,2.115,0.0,3.15,8.1
83,2016,Tottenham Hotspur,English Premier League,5,6,75.14999999999999,47.07,15.029999999999998,7.845,31.5,13.86,79.20000000000002,Central Midfield,Central Midfield,Goalkeeper,19.8,0.0,31.5,0.99,9.9,0.0,12.96,0.0,0.0,0.0
84,2016,UC Sampdoria,Italian Serie A,16,16,35.69,72.638,2.230625,4.539875,7.2,16.38,58.12,Striker,Striker,Central Midfield,2.15,0.9,3.5400000000000005,2.07,0.0,0.0,2.025,0.0,1.98,2.295
85,2016,UD Las Palmas,Spanish La Liga,3,1,2.6100000000000003,0.18,0.8700000000000001,0.18,1.8,0.18,67.36,Right Winger,Centre-Back,Striker,0.0,1.8,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.45
86,2016,US Palermo,Italian Serie A,7,7,7.63,26.33,1.09,3.761428571428571,2.97,15.12,43.42,Striker,Attacking Midfield,Right Winger,0.585,1.35,2.97,0.0,0.0,0.27,0.63,1.24,0.0,0.0
87,2016,US Sassuolo,Italian Serie A,8,4,24.758000000000003,26.82,3.0947500000000003,6.705,7.29,14.4,58.12,Striker,Right-Back,Striker,1.236,3.375,5.4,0.0,1.61,7.29,0.0,0.0,0.0,0.0
88,2016,Udinese Calcio,Italian Serie A,6,8,17.099999999999998,29.00745,2.8499999999999996,3.62593125,4.05,14.4,56.519999999999996,Striker,Central Midfield,Goalkeeper,4.05,0.0,3.15,0.0,0.0,2.7,0.0,0.45,0.0,2.7
